id,network_code,station_code,location_code,channels,latitude,longitude,elevation
NC.PWH.20,NC,PWH,20,"HNE,HNN,HNZ",35.951355,-121.001669,846.3
NC.RWSVT.02,NC,RWSVT,02,"HN2,HN3,HNZ",37.941719,-122.262207,97.0
NC.SN03.01,NC,SN03,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.308868,-122.347298,68.0
NC.MBO.,NC,MBO,,EHZ,37.684986,-120.370773,266.0
NC.MFB.,NC,MFB,,EHZ,37.429314,-118.428917,1348.0
NC.MMLB.,NC,MMLB,,"HHE,HHN,HHZ,HNE,HNN,HNZ",37.659092,-118.979065,2656.0
NC.MRC.,NC,MRC,,EHZ,37.67374,-118.50708,2023.0
NC.MTC.,NC,MTC,,ELZ,37.63155,-118.966064,2371.0
NC.MTU.01,NC,MTU,01,EHZ,37.352882,-118.563263,1792.0
NC.PPTB.01,NC,PPTB,01,"EHZ,HNE,HNN,HNZ",36.106767,-120.748847,575.8
NC.PRC.,NC,PRC,,"EHZ,ELN",36.255314,-120.618149,575.0
NC.PWK.,NC,PWK,,EHZ,35.814495,-120.511948,470.0
NC.RWSVT.04,NC,RWSVT,04,"HN2,HN3,HNZ",37.941719,-122.262207,97.0
NC.LSB.01,NC,LSB,01,"EHZ,HNE,HNN,HNZ",41.697278,-122.471395,925.0
NC.LSH.01,NC,LSH,01,EHZ,40.792942,-122.039429,738.0
NC.MBE.,NC,MBE,,EHZ,36.745384,-119.28286,990.0
NC.MDH.,NC,MDH,,"HNE,HNN,HNZ",37.679752,-118.908821,2349.0
NC.MDP.,NC,MDP,,"EHZ,ELE,ELN",37.632462,-119.07972,2315.0
NC.MDR.,NC,MDR,,"EHE,EHN,ELE,ELN",37.637959,-118.835876,2191.0
NC.MDR.02,NC,MDR,02,EHZ,37.637959,-118.835876,2191.0
NC.MINS.,NC,MINS,,"HHE,HHN,HHZ,HNE,HNN,HNZ",37.65377,-119.060928,2796.0
NC.MMLB.20,NC,MMLB,20,"HNE,HNN,HNZ",37.659092,-118.979065,2656.0
NC.MNH.,NC,MNH,,EHZ,38.145729,-120.814796,189.0
NC.MOG.,NC,MOG,,EHZ,37.491665,-118.503166,1542.0
NC.MPARD.05,NC,MPARD,05,"HN2,HN3,HNZ",38.255131,-120.848907,184.0
NC.MPR.,NC,MPR,,"EHZ,ELZ",37.80431,-120.014099,1386.0
NC.MQ3P.,NC,MQ3P,,"EHE,EHN,EHZ,HNE,HNN,HNZ",37.61713,-119.006866,2620.0
NC.MYM.,NC,MYM,,EHZ,37.6255,-118.936165,2340.0
NC.N007.01,NC,N007,01,"HNE,HNN,HNZ",38.446449,-122.69519,64.0
NC.N013.01,NC,N013,01,"HNE,HNN,HNZ",38.299305,-122.550179,411.0
NC.N017.01,NC,N017,01,"HNE,HNN,HNZ",38.05299,-122.658661,208.0
NC.NAD.,NC,NAD,,"EHZ,ELN",38.459942,-121.970421,38.0
NC.NBO.,NC,NBO,,"EHE,EHN,EHZ,HNE,HNN,HNZ",37.92144,-122.718056,91.0
NC.NEH.,NC,NEH,,"EHZ,HNE,HNN,HNZ",38.336559,-122.810822,84.0
NC.NLB.01,NC,NLB,01,"EHZ,HNE,HNN,HNZ",38.7427,-122.553063,371.0
NC.NNI.20,NC,NNI,20,"HNE,HNN,HNZ",38.073259,-122.706851,31.0
NC.NRR.,NC,NRR,,EHZ,38.53056,-122.096283,490.0
NC.NVC.20,NC,NVC,20,"HNE,HNN,HNZ",38.400493,-122.106353,856.5
NP.1035.AT,NP,1035,AT,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1035B.15,NP,1035B,15,"HN2,HN3,HNZ",35.64778,-118.48475,793.0
NP.1035B.20,NP,1035B,20,"HN2,HN3,HNZ",35.64778,-118.48475,793.0
NP.1098.MS,NP,1098,MS,"HNE,HNN,HNZ",36.41409,-119.00245,163.0
NP.1103.RE,NP,1103,RE,"HN2,HN3",37.87004,-122.26878,55.0
NP.1133.MD,NP,1133,MD,"HNE,HNN,HNZ",39.3276,-120.12026,1788.0
NP.1180.,NP,1180,,"HN2,HN3,HNZ",37.62332,-122.13022,4.0
NP.1226.01,NP,1226,01,HN2,37.62553,-121.76303,204.0
NP.1226.09,NP,1226,09,HN3,37.62553,-121.76303,204.0
NC.NAP.,NC,NAP,,EHZ,38.438164,-122.249924,714.0
NC.NAPC.20,NC,NAPC,20,"HNE,HNN,HNZ",38.439507,-122.252716,716.0
NC.NBC.20,NC,NBC,20,"HNE,HNN,HNZ",38.34385,-122.83392,174.0
NC.NHB.,NC,NHB,,EHZ,38.589333,-122.908997,165.0
NC.NLN.,NC,NLN,,EHZ,38.152599,-122.713341,96.0
NC.NTAC.,NC,NTAC,,"EHZ,HNE,HNN,HNZ",37.923717,-122.596481,783.0
NC.OBH.02,NC,OBH,02,EHZ,39.652721,-121.463211,888.0
NP.1023.10,NP,1023,10,"HNE,HNN,HNZ",40.57607,-124.263695,16.0
NP.1035.AA,NP,1035,AA,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1035.LT,NP,1035,LT,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1042.,NP,1042,,"HN2,HN3,HNE,HNN,HNZ",35.0402,-119.42848,396.0
NP.1054.DS,NP,1054,DS,"HN2,HN3,HNZ",36.83229,-119.33068,213.33333
NP.1054.UG,NP,1054,UG,"HN2,HN3,HNZ",36.83229,-119.33068,213.33333
NP.1083.0B,NP,1083,0B,"HNE,HNN,HNZ",35.28427,-120.66101,80.0
NP.1098.LT,NP,1098,LT,"HN2,HN3,HNZ",36.41409,-119.00245,163.0
NP.1133.RC,NP,1133,RC,"HN2,HN3,HNZ",39.3276,-120.12026,1788.0
NP.1216.RD,NP,1216,RD,"HNE,HNN,HNZ",38.71702,-123.00909,152.0
NP.1226.02,NP,1226,02,HNZ,37.62553,-121.76303,204.0
NP.1226.10,NP,1226,10,HN3,37.62553,-121.76303,204.0
NC.NCC.,NC,NCC,,"EHZ,HNE,HNN,HNZ",38.001984,-122.47467,104.0
NC.NFI.,NC,NFI,,EHZ,37.698334,-123.001282,23.0
NC.NFVB.01,NC,NFVB,01,"EHZ,HNE,HNN,HNZ",38.46604,-122.896387,63.0
NC.NHM.,NC,NHM,,"EHZ,HNE,HNN,HNZ",38.154861,-121.804382,33.0
NC.NRL.,NC,NRL,,"EHZ,ELE,ELN",37.835102,-122.537384,111.0
NC.NTYB.,NC,NTYB,,"EHZ,HNE,HNN,HNZ",38.38921,-122.662971,335.0
NC.OCR.,NC,OCR,,EHZ,39.867935,-121.751839,538.0
NP.1010.LT,NP,1010,LT,"HNE,HNN,HNZ",39.81258,-122.33628,161.0
NP.1043.00,NP,1043,00,"HNE,HNN,HNZ",35.07845,-119.40056,244.0
NP.1054.RA,NP,1054,RA,"HN2,HN3,HNZ",36.83229,-119.33068,213.33333
NP.1083.10,NP,1083,10,"HNE,HNN,HNZ",35.28427,-120.66101,80.0
NP.1098.DS,NP,1098,DS,"HNE,HNN,HNZ",36.41409,-119.00245,163.0
NP.1103.RC,NP,1103,RC,HN2,37.87004,-122.26878,55.0
NP.1129.7W,NP,1129,7W,HN2,37.67941,-122.08236,42.0
NP.1225.RF,NP,1225,RF,"HNE,HNN,HNZ",37.78268,-122.50482,106.0
NP.1226.03,NP,1226,03,HN3,37.62553,-121.76303,204.0
NP.1226.08,NP,1226,08,HN2,37.62553,-121.76303,204.0
NP.1226.11,NP,1226,11,"HN2,HN3",37.62553,-121.76303,204.0
NC.NCP.02,NC,NCP,02,EHZ,38.785675,-122.123947,505.0
NC.NEA.20,NC,NEA,20,"HNE,HNN,HNZ",38.309883,-122.943001,31.0
NC.NFR.02,NC,NFR,02,EHZ,38.522694,-123.162064,521.0
NC.NFV.,NC,NFV,,"EHZ,HNE,HNN,HNZ",38.46769,-122.896507,44.0
NC.NSC.01,NC,NSC,01,"EHZ,HNE,HNN,HNZ",38.57202,-122.252243,302.0
NP.1010.CC,NP,1010,CC,"HNE,HNN,HNZ",39.81258,-122.33628,161.0
NP.1035.AD,NP,1035,AD,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1035.LC,NP,1035,LC,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1035.OF,NP,1035,OF,"HNE,HNN,HNZ",35.64598,-118.47732,814.0
NP.1098.RA,NP,1098,RA,"HNE,HNN,HNZ",36.41409,-119.00245,163.0
NP.117.2B,NP,117,2B,"HNE,HNN,HNZ",32.79531,-115.54955,-13.0
NP.1226.05,NP,1226,05,HN3,37.62553,-121.76303,204.0
NP.1239.15,NP,1239,15,HN3,37.7952,-122.40282,5.0
NP.1239.1N,NP,1239,1N,HN2,37.7952,-122.40282,5.0
NP.1239.PC,NP,1239,PC,"HN2,HN3",37.7952,-122.40282,5.0
NP.1446.4N,NP,1446,4N,HN2,37.78956,-122.40036,7.0
NP.1447.2C,NP,1447,2C,"HN2,HN3",37.40568,-122.14159,28.0
NP.1447.3R,NP,1447,3R,HN3,37.40568,-122.14159,28.0
NC.OSU.,NC,OSU,,EHZ,39.270485,-121.853065,34.0
NC.PARB.20,NC,PARB,20,"HNE,HNN,HNZ",36.24927,-120.34372,466.0
NC.PBC.01,NC,PBC,01,"EHZ,HNE,HNN,HNZ",36.32026,-120.95414,706.0
NC.PBIB.,NC,PBIB,,EHZ,35.161415,-120.475174,560.0
NC.PBY.,NC,PBY,,EHZ,35.814999,-121.081497,335.0
NC.PCHD.20,NC,PCHD,20,"HNE,HNN,HNZ",35.888139,-120.430514,516.9
NC.PKE.,NC,PKE,,EHZ,36.061031,-120.109634,244.0
NP.1226.13,NP,1226,13,HN3,37.62553,-121.76303,204.0
NP.1226.32,NP,1226,32,HN3,37.62553,-121.76303,204.0
NP.1239.24,NP,1239,24,HN2,37.7952,-122.40282,5.0
NP.1239.5C,NP,1239,5C,"HN2,HN3",37.7952,-122.40282,5.0
NP.1239.FN,NP,1239,FN,"HN3,HNZ",37.7952,-122.40282,5.0
NP.1439.D7,NP,1439,D7,"HN2,HN3",37.9,-122.322,4.0
NP.1442.CC,NP,1442,CC,"HN2,HN3,HNZ",37.11024,-119.8842,178.0
NP.1446.3B,NP,1446,3B,HNZ,37.78956,-122.40036,7.0
NP.1446.5N,NP,1446,5N,HN2,37.78956,-122.40036,7.0
NC.PAN.20,NC,PAN,20,"HNE,HNN,HNZ",35.780056,-120.907135,426.0
NC.PBR.,NC,PBR,,EHZ,35.5485,-121.009003,85.0
NC.PCC.,NC,PCC,,"EHE,EHN,EHZ,ELE,ELN,ELZ,HNE,HNN,HNZ",36.089767,-121.163612,372.0
NC.PGH.01,NC,PGH,01,"EHZ,HNE,HNN,HNZ",35.830761,-120.353844,405.0
NC.PKL.,NC,PKL,,EHZ,35.77298,-120.339943,422.0
NC.PL41.,NC,PL41,,EH1,35.974339,-120.551369,-1308.0
NC.SN02.01,NC,SN02,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.30624,-122.335701,51.0
NC.SN07.01,NC,SN07,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.30571,-122.301003,15.0
NP.1003.,NP,1003,,"HNE,HNN,HNZ",37.49403,-122.2977,268.0
NP.1226.18,NP,1226,18,HN3,37.62553,-121.76303,204.0
NP.1446.6N,NP,1446,6N,HN2,37.78956,-122.40036,7.0
NC.ORA.01,NC,ORA,01,EHZ,39.468891,-121.415016,552.0
NC.PABB.,NC,PABB,,EHZ,35.15892,-120.639915,170.0
NC.PAGB.,NC,PAGB,,"HHE,HHN,HHZ,HNE,HNN,HNZ",35.730652,-120.249863,480.0
NC.PARB.01,NC,PARB,01,"EHZ,HNE,HNN,HNZ",36.24927,-120.34372,466.0
NC.PHR.01,NC,PHR,01,"EHZ,HNE,HNN,HNZ",36.373028,-120.818947,707.0
NC.PJL.,NC,PJL,,"EHZ,ELE,ELN,ELZ",36.090462,-121.158112,240.0
NC.PMC.,NC,PMC,,"EHZ,ELE,ELN,ELZ",35.725224,-120.370621,471.0
NC.PMR.,NC,PMR,,EHZ,35.784294,-120.236755,498.0
NC.PSC.01,NC,PSC,01,EHZ,35.588356,-120.427933,326.0
NC.PZO.01,NC,PZO,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",35.29216,-120.42252,529.0
NP.1002.,NP,1002,,"HNE,HNN,HNZ",37.52886,-122.25522,2.0
NP.1004.10,NP,1004,10,"HNE,HNN,HNZ",35.36976,-119.02148,122.0
NP.1226.12,NP,1226,12,HN3,37.62553,-121.76303,204.0
NP.1226.23,NP,1226,23,HN3,37.62553,-121.76303,204.0
NP.1226.62,NP,1226,62,HN3,37.62553,-121.76303,204.0
NP.1239.03,NP,1239,03,HNZ,37.7952,-122.40282,5.0
NP.1239.09,NP,1239,09,HN3,37.7952,-122.40282,5.0
NP.1239.16,NP,1239,16,HN2,37.7952,-122.40282,5.0
NP.1239.22,NP,1239,22,HN3,37.7952,-122.40282,5.0
NP.1447.1R,NP,1447,1R,HN3,37.40568,-122.14159,28.0
NC.OWY.,NC,OWY,,"EHZ,ELE,ELN",39.453388,-121.487549,143.0
NC.PADB.,NC,PADB,,EHZ,35.641117,-120.866577,442.0
NC.PAP.02,NC,PAP,02,EHZ,35.895832,-121.365509,1012.0
NC.PCHD.01,NC,PCHD,01,"HNE,HNN,HNZ",35.888139,-120.430514,516.9
NC.PHF.,NC,PHF,,"EHE,EHN,EHZ,ELE,ELN,ELZ",35.881638,-120.401558,457.0
NC.PHG.,NC,PHG,,"EHZ,ELE,ELN,ELZ",35.875999,-120.483498,792.0
NC.PML.02,NC,PML,02,EHZ,34.894722,-120.609268,468.0
NC.PSAB.01,NC,PSAB,01,"EHZ,HNE,HNN,HNZ",36.02486,-120.889267,150.0
NC.PSE.,NC,PSE,,EHZ,35.245167,-120.764664,201.0
NC.PTF.,NC,PTF,,"EHZ,ELE,ELN",35.894165,-120.410004,572.0
NC.PTQ.,NC,PTQ,,EHZ,34.581875,-120.573975,448.0
NP.1035.AL,NP,1035,AL,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1017.LA,NP,1017,LA,"HNE,HNN,HNZ",39.19639,-123.18318,234.0
NP.1047.DR,NP,1047,DR,"HN2,HN3,HNZ",38.15359,-120.81427,225.0
NP.1103.RW,NP,1103,RW,"HN2,HN3",37.87004,-122.26878,55.0
NP.1226.52,NP,1226,52,HN3,37.62553,-121.76303,204.0
NP.1484.RA,NP,1484,RA,"HN2,HN3,HNZ",36.05862,-118.92277,170.0
NP.1575.0B,NP,1575,0B,"HNE,HNN,HNZ",36.85112,-121.40334,89.0
NP.1575.10,NP,1575,10,"HNE,HNN,HNZ",36.85112,-121.40334,89.0
NP.1584B.10,NP,1584B,10,"HNE,HNN,HNZ",40.49857,-124.29232,720.0
NP.1586.10,NP,1586,10,"HNE,HNN,HNZ",40.6442,-124.22071,36.0
NP.1662.2W,NP,1662,2W,HN2,37.8398,-122.2961,3.0
NP.1685.D1,NP,1685,D1,"HN2,HN3,HNZ",35.797,-120.337,358.3
NP.1685.D5,NP,1685,D5,"HN2,HN3,HNZ",35.797,-120.337,358.3
NP.1725.10,NP,1725,10,"HNE,HNN,HNZ",40.54408,-124.3544,173.0
NP.1735.4S,NP,1735,4S,HN2,37.7804,-122.40994,12.0
NP.1752.10,NP,1752,10,"HNE,HNN,HNZ",37.46782,-122.30787,120.0
NP.1753.,NP,1753,,"HNE,HNN,HNZ",37.55957,-122.24851,2.0
NP.1762.10,NP,1762,10,"HNE,HNN,HNZ",38.09755,-122.56564,5.0
NP.1786.10,NP,1786,10,"HNE,HNN,HNZ",37.680305,-121.739571,141.0
NP.1789.,NP,1789,,"HNE,HNN,HNZ",37.3923,-121.9846,7.0
NP.1790.,NP,1790,,"HNE,HNN,HNZ",37.590942,-122.367409,-24.0
NP.1439.19,NP,1439,19,HN2,37.9,-122.322,4.0
NP.1439.J4,NP,1439,J4,"HN2,HN3",37.9,-122.322,4.0
NP.1446.4B,NP,1446,4B,HNZ,37.78956,-122.40036,7.0
NP.1448.FF,NP,1448,FF,"HNE,HNN,HNZ",37.99345,-122.11658,72.0
NP.1505.LA,NP,1505,LA,"HN2,HN3,HNZ",39.8842,-120.47628,1781.0
NP.1576.10,NP,1576,10,"HNE,HNN,HNZ",37.56957,-118.75278,2138.0
NP.1590.FF,NP,1590,FF,"HNE,HNN,HNZ",37.9445,-122.5099,3.0
NP.1656.S1,NP,1656,S1,"HN2,HN3,HNZ",36.88851,-121.41439,68.0
NP.1656.S3,NP,1656,S3,"HN2,HN3,HNZ",36.88851,-121.41439,68.0
NP.1661.D0,NP,1661,D0,"HNE,HNN,HNZ",37.54929,-118.81273,2466.0
NP.1103.4S,NP,1103,4S,"HN2,HN3",37.87004,-122.26878,55.0
NP.1133.LC,NP,1133,LC,"HN2,HN3,HNZ",39.3276,-120.12026,1788.0
NP.1226.04,NP,1226,04,HN2,37.62553,-121.76303,204.0
NP.1450.UT,NP,1450,UT,"HN2,HN3,HNZ",37.21928,-119.98644,193.0
NP.1571.CB,NP,1571,CB,"HN2,HN3,HNZ",37.33927,-121.85201,31.0
NP.1584.,NP,1584,,"HNE,HNN,HNZ",40.49761,-124.29448,753.0
NP.1679.10,NP,1679,10,"HNE,HNN,HNZ",37.52795,-118.36745,1298.0
NP.1685.D4,NP,1685,D4,"HN2,HN3,HNZ",35.797,-120.337,358.3
NP.1732.,NP,1732,,"HNE,HNN,HNZ",37.645,-122.01,378.0
NP.1744.10,NP,1744,10,"HNE,HNN,HNZ",38.61618,-122.87231,33.0
NP.1745.01,NP,1745,01,"HN2,HN3",37.45607,-122.169449,16.0
NP.1747.10,NP,1747,10,"HNE,HNN,HNZ",36.1376,-120.3627,206.0
NP.1747.GA,NP,1747,GA,"HNE,HNN,HNZ",36.1376,-120.3627,206.0
NP.1756.10,NP,1756,10,"HNE,HNN,HNZ",37.73774,-122.2526,3.0
NP.1764.10,NP,1764,10,"HNE,HNN,HNZ",38.5068,-122.4712,79.0
NP.1775.,NP,1775,,"HNE,HNN,HNZ",37.407013,-122.094604,9.0
NP.1778.,NP,1778,,"HNE,HNN,HNZ",37.302494,-121.979782,31.0
NP.1784.,NP,1784,,"HNE,HNN,HNZ",37.45562,-122.17239,18.0
NP.1788.,NP,1788,,"HNE,HNN,HNZ",37.417019,-121.915405,20.0
NP.1800.BN,NP,1800,BN,"HN2,HN3,HNZ",37.7791,-122.4158,15.0
NP.1239.08,NP,1239,08,HN2,37.7952,-122.40282,5.0
NP.1239.0N,NP,1239,0N,HN2,37.7952,-122.40282,5.0
NP.1439.15,NP,1439,15,"HN2,HN3",37.9,-122.322,4.0
NP.1446.1C,NP,1446,1C,"HN2,HN3",37.78956,-122.40036,7.0
NP.1589.10,NP,1589,10,"HNE,HNN,HNZ",37.36061,-118.32858,1236.0
NP.1010.RA,NP,1010,RA,"HN2,HN3,HNZ",39.81258,-122.33628,161.0
NP.1035.AR,NP,1035,AR,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1043.10,NP,1043,10,"HNE,HNN,HNZ",35.07845,-119.40056,244.0
NP.1044.10,NP,1044,10,"HNE,HNN,HNZ",35.13082,-119.36862,165.0
NP.1098.UT,NP,1098,UT,"HN2,HN3,HNE,HNN,HNZ",36.41409,-119.00245,163.0
NP.1129.2W,NP,1129,2W,HN2,37.67941,-122.08236,42.0
NP.1133.RA,NP,1133,RA,"HNE,HNN,HNZ",39.3276,-120.12026,1788.0
NP.1216.RA,NP,1216,RA,"HNE,HNN,HNZ",38.71702,-123.00909,152.0
NP.1226.21,NP,1226,21,"HN2,HN3",37.62553,-121.76303,204.0
NP.1571.H2,NP,1571,H2,"HNE,HNN,HNZ",37.33927,-121.85201,31.0
NP.1582.10,NP,1582,10,"HNE,HNN,HNZ",40.69939,-124.20093,13.0
NP.1662.GN,NP,1662,GN,"HN2,HN3,HNZ",37.8398,-122.2961,3.0
NP.1684.,NP,1684,,"HNE,HNN,HNZ",37.51485,-121.83119,128.0
NP.1721.1W,NP,1721,1W,HN2,37.80449,-122.44347,4.0
NP.1735.NB,NP,1735,NB,"HN2,HN3,HNZ",37.7804,-122.40994,12.0
NP.1735.RW,NP,1735,RW,"HN2,HN3",37.7804,-122.40994,12.0
NP.1786.,NP,1786,,"HNE,HNN,HNZ",37.680305,-121.739571,141.0
NP.1791.10,NP,1791,10,"HNE,HNN,HNZ",37.36495,-122.0389,42.0
NP.1239.07,NP,1239,07,HN2,37.7952,-122.40282,5.0
NP.1239.17,NP,1239,17,HN2,37.7952,-122.40282,5.0
NP.1239.18,NP,1239,18,HN3,37.7952,-122.40282,5.0
NP.1239.4S,NP,1239,4S,"HN2,HN3",37.7952,-122.40282,5.0
NP.1439.0B,NP,1439,0B,"HN2,HN3,HNZ",37.9,-122.322,4.0
NP.1442.LA,NP,1442,LA,"HN2,HN3,HNZ",37.11024,-119.8842,178.0
NP.1442.RC,NP,1442,RC,"HN2,HN3,HNZ",37.11024,-119.8842,178.0
NP.1446.3N,NP,1446,3N,HN2,37.78956,-122.40036,7.0
NP.1446.4C,NP,1446,4C,"HN2,HN3",37.78956,-122.40036,7.0
NP.1446.5C,NP,1446,5C,"HN2,HN3",37.78956,-122.40036,7.0
NP.1446.6C,NP,1446,6C,"HN2,HN3",37.78956,-122.40036,7.0
NP.1571.WA,NP,1571,WA,"HN2,HNZ",37.33927,-121.85201,31.0
NP.1581.,NP,1581,,"HNE,HNN,HNZ",40.73501,-124.20763,4.0
NP.1582.01,NP,1582,01,"HNE,HNN,HNZ",40.69939,-124.20093,13.0
NP.1588.,NP,1588,,"HNE,HNN,HNZ",37.37338,-117.97884,1578.0
NP.1589.,NP,1589,,"HNE,HNN,HNZ",37.36061,-118.32858,1236.0
NP.1662.1W,NP,1662,1W,HN2,37.8398,-122.2961,3.0
NP.1035.RC,NP,1035,RC,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1035B.35,NP,1035B,35,"HN2,HN3,HNZ",35.64778,-118.48475,793.0
NP.1129.7C,NP,1129,7C,"HN2,HN3",37.67941,-122.08236,42.0
NP.1226.07,NP,1226,07,HN3,37.62553,-121.76303,204.0
NP.1226.41,NP,1226,41,"HN2,HN3",37.62553,-121.76303,204.0
NP.1226.42,NP,1226,42,HN3,37.62553,-121.76303,204.0
NP.1226.53,NP,1226,53,HN2,37.62553,-121.76303,204.0
NP.1226.70,NP,1226,70,"HN2,HN3,HNZ",37.62553,-121.76303,204.0
NP.1571.D3,NP,1571,D3,"HNE,HNN,HNZ",37.33927,-121.85201,31.0
NP.1571.SF,NP,1571,SF,"HNE,HNN,HNZ",37.33927,-121.85201,31.0
NP.1576.,NP,1576,,"HNE,HNN,HNZ",37.56957,-118.75278,2138.0
NP.1580.,NP,1580,,"HNE,HNN,HNZ",40.87417,-124.07618,36.0
NP.1591.,NP,1591,,"HNE,HNN,HNZ",40.10538,-123.79032,178.0
NP.1591.10,NP,1591,10,"HNE,HNN,HNZ",40.10538,-123.79032,178.0
NP.1652.MR,NP,1652,MR,HN3,37.16584,-121.62975,195.0
NP.1656.S2,NP,1656,S2,"HN2,HN3,HNZ",36.88851,-121.41439,68.0
NP.1662.2S,NP,1662,2S,HN3,37.8398,-122.2961,3.0
NP.1675.,NP,1675,,"HN2,HN3,HNZ",37.7276,-122.38515,9.0
NP.1679.,NP,1679,,"HNE,HNN,HNZ",37.52795,-118.36745,1298.0
NP.1721.GB,NP,1721,GB,"HN2,HN3,HNZ",37.80449,-122.44347,4.0
NP.1735.43,NP,1735,43,HN2,37.7804,-122.40994,12.0
NP.1735.4W,NP,1735,4W,"HN2,HN3",37.7804,-122.40994,12.0
NP.1735.G0,NP,1735,G0,"HN2,HN3,HNE,HNN,HNZ",37.7804,-122.40994,12.0
NP.1743.,NP,1743,,"HNE,HNN,HNZ",38.26666,-122.65759,12.0
NP.1776.,NP,1776,,"HNE,HNN,HNZ",37.474827,-122.239235,3.0
NP.1782.,NP,1782,,"HNE,HNN,HNZ",37.318157,-121.943535,17.0
NP.1786.20,NP,1786,20,"HNE,HNN,HNZ",37.680305,-121.739571,141.0
NP.1791.,NP,1791,,"HNE,HNN,HNZ",37.36495,-122.0389,42.0
NP.1793.,NP,1793,,"HNE,HNN,HNZ",37.346535,-121.807777,18.0
NP.1794B.10,NP,1794B,10,"HNE,HNN,HNZ",37.40373,-122.00562,5.0
NP.1226.71,NP,1226,71,"HN2,HN3",37.62553,-121.76303,204.0
NP.1226.73,NP,1226,73,HN2,37.62553,-121.76303,204.0
NP.1226.B1,NP,1226,B1,"HN2,HN3,HNZ",37.62553,-121.76303,204.0
NP.1439.B4,NP,1439,B4,HN3,37.9,-122.322,4.0
NP.1442.LT,NP,1442,LT,"HN2,HN3,HNZ",37.11024,-119.8842,178.0
NP.1571.D1,NP,1571,D1,"HNE,HNN,HNZ",37.33927,-121.85201,31.0
NP.1656.S5,NP,1656,S5,"HN2,HN3,HNZ",36.88851,-121.41439,68.0
NP.1662.D0,NP,1662,D0,"HNE,HNN,HNZ",37.8398,-122.2961,3.0
NP.1678.0B,NP,1678,0B,"HN2,HN3,HNE,HNN,HNZ",37.80678,-122.47576,58.0
NP.1680.,NP,1680,,"HNE,HNN,HNZ",37.68167,-118.39029,1417.0
NP.1685.DS,NP,1685,DS,"HN2,HN3,HNZ",35.797,-120.337,358.3
NP.1689.10,NP,1689,10,"HNE,HNN,HNZ",37.70895,-121.93329,106.0
NP.1692.RA,NP,1692,RA,"HN2,HN3,HNZ",39.23876,-121.26839,174.0
NP.1735.SB,NP,1735,SB,"HN2,HN3,HNZ",37.7804,-122.40994,12.0
NP.1735.WA,NP,1735,WA,"HN2,HN3,HNZ",37.7804,-122.40994,12.0
NP.1735.WB,NP,1735,WB,"HN2,HN3,HNZ",37.7804,-122.40994,12.0
NP.1800.BS,NP,1800,BS,"HN2,HN3,HNZ",37.7791,-122.4158,15.0
NP.1803.,NP,1803,,"HNE,HNN,HNZ",37.717369,-121.727005,131.0
NP.1806.,NP,1806,,"HNE,HNN,HNZ",37.910328,-122.536819,3.0
NP.1812.20,NP,1812,20,HN2,37.8693,-122.2711,51.0
NP.1812.BN,NP,1812,BN,"HN2,HN3,HNZ",37.8693,-122.2711,51.0
NP.1830.,NP,1830,,"HNE,HNN,HNZ",37.374176,-122.078102,47.0
NP.1833.15,NP,1833,15,HN3,37.78315,-122.40388,8.0
NP.1833.22,NP,1833,22,HN2,37.78315,-122.40388,8.0
NP.1833.35,NP,1833,35,"HN2,HN3",37.78315,-122.40388,8.0
NP.1862.,NP,1862,,"HNE,HNN,HNZ",37.2995,-122.0849,216.0
NP.1662.2N,NP,1662,2N,HN3,37.8398,-122.2961,3.0
NP.1687.FF,NP,1687,FF,"HNE,HNN,HNZ",37.45039,-121.8003,255.0
NP.1690.10,NP,1690,10,"HNE,HNN,HNZ",37.80945,-121.99289,120.0
NP.1690.ER,NP,1690,ER,"HNE,HNN,HNZ",37.80945,-121.99289,120.0
NP.1730.,NP,1730,,"HNE,HNN,HNZ",37.7242,-122.1193,246.0
NP.1808.10,NP,1808,10,"HNE,HNN,HNZ",36.80179,-118.20398,1203.0
NP.1811.T1,NP,1811,T1,HN2,37.44645,-122.154,13.0
NP.1812.12,NP,1812,12,HNZ,37.8693,-122.2711,51.0
NP.1833.32,NP,1833,32,HN2,37.78315,-122.40388,8.0
NP.1850.8N,NP,1850,8N,HN2,36.73709,-119.78369,89.0
NP.1861.10,NP,1861,10,"HNE,HNN,HNZ",37.79207,-122.26376,3.0
NP.1662.3S,NP,1662,3S,"HN3,HNZ",37.8398,-122.2961,3.0
NP.1676.0B,NP,1676,0B,"HNE,HNN,HNZ",37.7934,-122.41636,98.0
