id,network_code,station_code,location_code,channels,latitude,longitude,elevation
NP.1129.3S,NP,1129,3S,HNZ,37.67941,-122.08236,42.0
NC.NTOM.20,NC,NTOM,20,"HNE,HNN,HNZ",38.2405,-122.90617,48.0
NC.NVA.,NC,NVA,,EHZ,38.415592,-122.116493,795.0
NC.PAN.,NC,PAN,,EHZ,35.780056,-120.907135,426.0
NC.PCE.01,NC,PCE,01,"EHZ,HNE,HNN,HNZ",36.01585,-120.29402,355.0
NC.PCG.,NC,PCG,,EHZ,35.425251,-120.74115,318.0
NC.PCHB.,NC,PCHB,,"HNE,HNN,HNZ",35.888462,-120.427284,479.0
NC.PHB.02,NC,PHB,02,EHZ,36.248501,-120.084015,79.0
NC.PHP.,NC,PHP,,"EHZ,ELE,ELN,ELZ",35.980545,-120.606827,548.0
NC.PL11C.01,NC,PL11C,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",35.974435,-120.551609,666.0
NC.PSH.,NC,PSH,,EHZ,35.590832,-120.415337,390.0
NC.VSP.,NC,VSP,,EHZ,42.341637,-121.949905,1545.0
NP.1002.10,NP,1002,10,"HNE,HNN,HNZ",37.52886,-122.25522,2.0
NP.1017.UT,NP,1017,UT,"HNE,HNN,HNZ",39.19639,-123.18318,234.0
NC.LSS.,NC,LSS,,EHZ,41.514,-121.612,1890.0
NC.MAT.,NC,MAT,,EHZ,37.873333,-119.866669,1353.0
NC.MBM.20,NC,MBM,20,"HNE,HNN,HNZ",37.78348,-118.90163,2772.0
NC.MCV.,NC,MCV,,EHZ,37.590027,-118.829109,2542.0
NC.MCY.20,NC,MCY,20,"HNE,HNN,HNZ",37.642929,-119.029137,2943.0
NC.MEM.,NC,MEM,,"EHE,EHN,EHZ,ELE,ELN",37.666042,-118.939774,2473.0
NC.MMT.,NC,MMT,,EHZ,37.376038,-119.179619,2714.0
NC.MYL.,NC,MYL,,EHZ,37.383492,-120.420525,57.0
NC.N010.01,NC,N010,01,"HNE,HNN,HNZ",38.45293,-122.7593,34.0
NC.N011.01,NC,N011,01,"HNE,HNN,HNZ",38.303661,-122.680763,64.0
NC.N015.01,NC,N015,01,"HNE,HNN,HNZ",38.447731,-122.720093,48.0
NC.NCP.01,NC,NCP,01,EHZ,38.785675,-122.123947,505.0
NC.NGV.01,NC,NGV,01,EHZ,38.280666,-122.215233,249.0
NC.NGV.02,NC,NGV,02,EHZ,38.280666,-122.215233,249.0
NC.NGVB.,NC,NGVB,,"EHZ,HNE,HNN,HNZ",38.28043,-122.21582,234.0
NC.NHF.10,NC,NHF,10,EHZ,38.049622,-122.523315,39.0
NC.NHV.,NC,NHV,,"EHZ,HNE,HNN,HNZ",38.164879,-122.712959,144.0
NC.NIMB.,NC,NIMB,,EHZ,38.561417,-122.265404,550.0
NC.NSM.01,NC,NSM,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.34882,-122.57793,744.0
NC.NTA.,NC,NTA,,"EHZ,HNE,HNN,HNZ",37.923054,-122.598305,746.0
NC.ORA.02,NC,ORA,02,EHZ,39.468891,-121.415016,552.0
NC.LRB.20,NC,LRB,20,"HNE,HNN,HNZ",40.143225,-122.55757,345.0
NC.LSH.03,NC,LSH,03,EHZ,40.792942,-122.039429,738.0
NC.LTC.01,NC,LTC,01,EHZ,40.208519,-122.125618,259.0
NC.MBS1.,NC,MBS1,,"HN1,HN2,HN3",37.761024,-118.944542,2025.0
NC.MCD.,NC,MCD,,EHZ,37.54805,-118.443352,1411.0
NC.MLL.,NC,MLL,,EHZ,37.578835,-118.904999,3030.0
NC.MNP.02,NC,MNP,02,"EHZ,ELN",37.413666,-119.725166,975.0
NC.MRH.,NC,MRH,,"EHE,EHN,EHZ,ELE,ELN,ELZ",36.286282,-119.087105,432.0
NC.N008.01,NC,N008,01,"HNE,HNN,HNZ",38.428444,-122.682053,166.0
NC.N012.01,NC,N012,01,"HNE,HNN,HNZ",38.313808,-122.490303,29.0
NC.N016.01,NC,N016,01,"HNE,HNN,HNZ",38.298752,-122.284843,4.0
NC.NAPC.,NC,NAPC,,"EHZ,HNE,HNN,HNZ",38.439507,-122.252716,716.0
NC.NHF.,NC,NHF,,"EHE,EHN,EHZ,ELE,ELN,HNE,HNN,HNZ",38.049622,-122.523315,39.0
NC.NNI.01,NC,NNI,01,"EHZ,HNE,HNN,HNZ",38.073259,-122.706851,31.0
NC.NSH.,NC,NSH,,EHZ,38.519852,-122.608231,307.0
NC.NTAB.,NC,NTAB,,"EHZ,HNE,HNN,HNZ",37.923069,-122.598289,733.0
NC.PCR.,NC,PCR,,EHZ,36.093887,-120.435753,261.0
NC.PHOC.01,NC,PHOC,01,"EHZ,HNE,HNN,HNZ",35.866745,-120.479567,802.0
NC.PL11C.20,NC,PL11C,20,"HNE,HNN,HNZ",35.974435,-120.551609,666.0
NC.PMM.,NC,PMM,,"EHE,EHN,EHZ,ELE,ELN,ELZ,HLE,HLN,HLZ,HNE,HNN,HNZ",35.956329,-120.498489,751.0
NC.POP.,NC,POP,,EHZ,35.738907,-120.133446,909.0
NC.PPB.,NC,PPB,,"EHZ,ELZ",35.260967,-120.8862,63.0
NC.PPG.,NC,PPG,,EHZ,35.862637,-119.956451,177.0
NC.PSA.,NC,PSA,,EHZ,36.024658,-120.889236,150.0
NC.PST.,NC,PST,,EHZ,35.93071,-120.514755,559.0
NC.PTA.,NC,PTA,,EHZ,35.392475,-120.707794,802.0
NC.PVAD.01,NC,PVAD,01,"HN2,HN3,HNZ",34.746517,-120.606453,73.0
NC.SN06.01,NC,SN06,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.306419,-122.314201,20.0
NP.1005.0B,NP,1005,0B,"HNE,HNN,HNZ",37.8762,-122.2356,244.0
NP.1010.D2,NP,1010,D2,"HNE,HNN,HNZ",39.81258,-122.33628,161.0
NP.1017.CR,NP,1017,CR,"HNE,HNN,HNZ",39.19639,-123.18318,234.0
NP.1035.MS,NP,1035,MS,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1035B.40,NP,1035B,40,"HN2,HN3,HNZ",35.64778,-118.48475,793.0
NP.1044.,NP,1044,,"HN2,HN3,HNE,HNN,HNZ",35.13082,-119.36862,165.0
NP.108.TC,NP,108,TC,"HN2,HN3,HNZ",33.91531,-117.84135,136.0
NC.OHC.,NC,OHC,,EHZ,39.335896,-121.485306,55.0
NC.PAD.,NC,PAD,,EHZ,35.640049,-120.866219,430.0
NC.PBM.,NC,PBM,,EHZ,35.394451,-120.353897,1049.0
NC.PBO.20,NC,PBO,20,"HNE,HNN,HNZ",35.68674,-120.00061,237.0
NC.PBW.,NC,PBW,,EHZ,36.316666,-120.930893,302.0
NC.PMG.,NC,PMG,,"EHZ,ELZ",35.429794,-120.520065,486.0
NC.PSN.,NC,PSN,,EHZ,35.787762,-120.295067,390.0
NC.PVAA.01,NC,PVAA,01,"HN2,HN3,HNZ",34.585106,-120.634758,99.0
NC.PWH.01,NC,PWH,01,"HNE,HNN,HNZ",35.951355,-121.001669,846.3
NP.1023.,NP,1023,,"HNE,HNN,HNZ",40.57607,-124.263695,16.0
NP.1035.UT,NP,1035,UT,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1035B.30,NP,1035B,30,"HN2,HN3,HNZ",35.64778,-118.48475,793.0
NP.1216.CS,NP,1216,CS,"HNE,HNN,HNZ",38.71702,-123.00909,152.0
NP.1226.17,NP,1226,17,HN3,37.62553,-121.76303,204.0
NP.1239.01,NP,1239,01,HNZ,37.7952,-122.40282,5.0
NP.1239.02,NP,1239,02,HN2,37.7952,-122.40282,5.0
NP.1239.14,NP,1239,14,HN2,37.7952,-122.40282,5.0
NP.1239.21,NP,1239,21,HN3,37.7952,-122.40282,5.0
NP.1239.4N,NP,1239,4N,"HN2,HN3,HNZ",37.7952,-122.40282,5.0
NP.1446.1N,NP,1446,1N,HN2,37.78956,-122.40036,7.0
NP.1446.3C,NP,1446,3C,"HN2,HN3",37.78956,-122.40036,7.0
NP.1450.LA,NP,1450,LA,"HNE,HNN,HNZ",37.21928,-119.98644,193.0
NP.1450.RA,NP,1450,RA,"HNE,HNN,HNZ",37.21928,-119.98644,193.0
NP.1479.,NP,1479,,"HNE,HNN,HNZ",36.53127,-121.14439,384.0
NP.1484.RC,NP,1484,RC,"HN2,HN3,HNZ",36.05862,-118.92277,170.0
NP.1571.AC,NP,1571,AC,"HN2,HN3,HNZ",37.33927,-121.85201,31.0
NP.1571.FF,NP,1571,FF,"HN2,HN3,HNZ",37.33927,-121.85201,31.0
NP.1576.01,NP,1576,01,"HNE,HNN,HNZ",37.56957,-118.75278,2138.0
NP.1584.10,NP,1584,10,"HNE,HNN,HNZ",40.49761,-124.29448,753.0
NP.1586.,NP,1586,,"HNE,HNN,HNZ",40.6442,-124.22071,36.0
NP.1661.D1,NP,1661,D1,"HNE,HNN,HNZ",37.54929,-118.81273,2466.0
NP.1682.S1,NP,1682,S1,"HN2,HN3,HNZ",37.61848,-118.38451,1398.0
NP.1133.LA,NP,1133,LA,"HN2,HN3,HNE,HNN,HNZ",39.3276,-120.12026,1788.0
NP.1160.,NP,1160,,"HN2,HN3,HNZ",37.48413,-122.31418,126.0
NP.1226.16,NP,1226,16,HN3,37.62553,-121.76303,204.0
NP.1239.19,NP,1239,19,HN2,37.7952,-122.40282,5.0
NP.1239.20,NP,1239,20,HN2,37.7952,-122.40282,5.0
NP.1239.5N,NP,1239,5N,HN2,37.7952,-122.40282,5.0
NP.1447.0B,NP,1447,0B,"HN2,HN3,HNZ",37.40568,-122.14159,28.0
NP.1447.4R,NP,1447,4R,HN2,37.40568,-122.14159,28.0
NP.1450.LT,NP,1450,LT,"HN2,HN3,HNZ",37.21928,-119.98644,193.0
NP.1484.D2,NP,1484,D2,"HN2,HN3,HNZ",36.05862,-118.92277,170.0
NP.1484.LT,NP,1484,LT,"HN2,HN3,HNZ",36.05862,-118.92277,170.0
NP.1571.CT,NP,1571,CT,"HN2,HN3",37.33927,-121.85201,31.0
NP.1580.01,NP,1580,01,"HNE,HNN,HNZ",40.87417,-124.07618,36.0
NP.1735.2S,NP,1735,2S,HN2,37.7804,-122.40994,12.0
NP.1735.4N,NP,1735,4N,HN3,37.7804,-122.40994,12.0
NP.1735.R3,NP,1735,R3,HN2,37.7804,-122.40994,12.0
NP.1737.10,NP,1737,10,"HNE,HNN,HNZ",37.93378,-122.29954,208.0
NP.1745.R3,NP,1745,R3,HN3,37.45607,-122.169449,16.0
NP.1747.OF,NP,1747,OF,"HNE,HNN,HNZ",36.1376,-120.3627,206.0
NP.1751.,NP,1751,,"HNE,HNN,HNZ",38.06671,-122.53915,9.0
NP.1764.,NP,1764,,"HNE,HNN,HNZ",38.5068,-122.4712,79.0
NP.1768.,NP,1768,,"HNE,HNN,HNZ",38.233635,-122.636711,-16.0
NP.1772.,NP,1772,,"HNE,HNN,HNZ",37.750942,-122.490715,55.0
NP.1799.,NP,1799,,"HNE,HNN,HNZ",37.271133,-121.986237,52.0
NP.1801.,NP,1801,,"HNE,HNN,HNZ",37.450958,-122.428703,5.0
NP.1809.,NP,1809,,"HNE,HNN,HNZ",36.10954,-117.95651,1092.0
NP.1812.06,NP,1812,06,HNZ,37.8693,-122.2711,51.0
NP.1812.14,NP,1812,14,HN2,37.8693,-122.2711,51.0
NP.1652.MC,NP,1652,MC,"HN2,HN3,HNZ",37.16584,-121.62975,195.0
NP.1656.,NP,1656,,"HN2,HN3,HNZ",36.88851,-121.41439,68.0
NP.1656.S4,NP,1656,S4,"HN2,HN3,HNZ",36.88851,-121.41439,68.0
NP.1662.GW,NP,1662,GW,HNZ,37.8398,-122.2961,3.0
NP.1721.RE,NP,1721,RE,"HN2,HN3",37.80449,-122.44347,4.0
NP.1725.,NP,1725,,"HNE,HNN,HNZ",40.54408,-124.3544,173.0
NP.1726.,NP,1726,,"HNE,HNN,HNZ",37.563,-122.261,2.0
NP.1745.15,NP,1745,15,HN3,37.45607,-122.169449,16.0
NP.1748.,NP,1748,,"HNE,HNN,HNZ",36.774,-119.728,100.0
NP.1787.,NP,1787,,"HNE,HNN,HNZ",37.41785,-122.20612,92.0
NP.1811.T3,NP,1811,T3,"HN2,HN3",37.44645,-122.154,13.0
NP.1812.02,NP,1812,02,HN2,37.8693,-122.2711,51.0
NP.1812.15,NP,1812,15,HNZ,37.8693,-122.2711,51.0
NC.SN09.01,NC,SN09,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.299721,-122.288803,8.0
NP.1041.10,NP,1041,10,"EHZ,HNE,HNN,HNZ",34.99771,-119.48584,837.0
NP.1043.,NP,1043,,"HN2,HN3,HNE,HNN,HNZ",35.07845,-119.40056,244.0
NP.108.CG,NP,108,CG,"HN2,HN3,HNZ",33.91531,-117.84135,136.0
NP.1098.AA,NP,1098,AA,"HN2,HN3,HNZ",36.41409,-119.00245,163.0
NP.1103.BE,NP,1103,BE,"HN2,HN3,HNZ",37.87004,-122.26878,55.0
NP.1226.15,NP,1226,15,HN2,37.62553,-121.76303,204.0
NP.1226.20,NP,1226,20,HN3,37.62553,-121.76303,204.0
NP.1226.61,NP,1226,61,"HN2,HN3",37.62553,-121.76303,204.0
NP.1226.72,NP,1226,72,HN3,37.62553,-121.76303,204.0
NP.1226.B0,NP,1226,B0,"HN2,HN3,HNZ",37.62553,-121.76303,204.0
NP.1239.0S,NP,1239,0S,"HN2,HN3",37.7952,-122.40282,5.0
NP.1239.10,NP,1239,10,"HN2,HN3",37.7952,-122.40282,5.0
NP.129.0B,NP,129,0B,"HNE,HNN,HNZ",34.0501,-117.26408,345.0
NP.1439.13,NP,1439,13,HN2,37.9,-122.322,4.0
NP.1446.1B,NP,1446,1B,HNZ,37.78956,-122.40036,7.0
NP.1479.10,NP,1479,10,"HNE,HNN,HNZ",36.53127,-121.14439,384.0
NP.1515.,NP,1515,,"HNE,HNN,HNZ",37.5553,-122.2495,2.0
NP.1571.D0,NP,1571,D0,"HNE,HNN,HNZ",37.33927,-121.85201,31.0
NP.1652.CC,NP,1652,CC,"HN2,HN3,HNZ",37.16584,-121.62975,195.0
NP.1652.RC,NP,1652,RC,"HN2,HN3,HNZ",37.16584,-121.62975,195.0
NP.1662.1C,NP,1662,1C,"HN2,HN3",37.8398,-122.2961,3.0
NP.1662.GS,NP,1662,GS,HNZ,37.8398,-122.2961,3.0
NP.1129.NF,NP,1129,NF,"HNE,HNN,HNZ",37.67941,-122.08236,42.0
NP.1225.0B,NP,1225,0B,"HNE,HNN,HNZ",37.78268,-122.50482,106.0
NP.1226.24,NP,1226,24,HN3,37.62553,-121.76303,204.0
NP.1239.13,NP,1239,13,HN2,37.7952,-122.40282,5.0
NP.1239.FE,NP,1239,FE,HNZ,37.7952,-122.40282,5.0
NP.1239.PN,NP,1239,PN,HN2,37.7952,-122.40282,5.0
NP.1442.DS,NP,1442,DS,"HNE,HNN,HNZ",37.11024,-119.8842,178.0
NP.1446.G0,NP,1446,G0,"HN2,HN3",37.78956,-122.40036,7.0
NP.1446.RN,NP,1446,RN,HN2,37.78956,-122.40036,7.0
NP.1581.10,NP,1581,10,"HNE,HNN,HNZ",40.73501,-124.20763,4.0
NP.1582.,NP,1582,,"HNE,HNN,HNZ",40.69939,-124.20093,13.0
NP.1584B.,NP,1584B,,"HNE,HNN,HNZ",40.49857,-124.29232,720.0
NP.1587.,NP,1587,,"HNE,HNN,HNZ",37.58359,-118.23691,3791.0
NP.1729.,NP,1729,,"HNE,HNN,HNZ",37.6745,-122.3986,218.0
NP.1735.BI,NP,1735,BI,HNZ,37.7804,-122.40994,12.0
NP.1752.,NP,1752,,"HNE,HNN,HNZ",37.46782,-122.30787,120.0
NP.1757.,NP,1757,,"HNE,HNN,HNZ",37.54316,-121.92539,78.0
NP.1781.,NP,1781,,"HNE,HNN,HNZ",37.301434,-121.9039,13.0
NP.1794.,NP,1794,,"HNE,HNN,HNZ",37.407181,-122.001068,31.0
NP.1808.,NP,1808,,"HNE,HNN,HNZ",36.80179,-118.20398,1203.0
NP.1811.4A,NP,1811,4A,HNZ,37.44645,-122.154,13.0
NP.1652.TO,NP,1652,TO,"HN2,HN3,HNZ",37.16584,-121.62975,195.0
NP.1662.3C,NP,1662,3C,"HN2,HN3",37.8398,-122.2961,3.0
NP.1691.,NP,1691,,"HNE,HNN,HNZ",37.92657,-122.07853,37.0
NP.1695.,NP,1695,,"HNE,HNN,HNZ",37.40161,-122.02483,8.0
NP.1721.GA,NP,1721,GA,"HN2,HN3,HNZ",37.80449,-122.44347,4.0
NP.1735.RN,NP,1735,RN,HN3,37.7804,-122.40994,12.0
NP.1735.SA,NP,1735,SA,"HN2,HN3,HNZ",37.7804,-122.40994,12.0
NP.1747.TR,NP,1747,TR,"HNE,HNN,HNZ",36.1376,-120.3627,206.0
NP.1768.10,NP,1768,10,"HNE,HNN,HNZ",38.233635,-122.636711,-16.0
NP.1788.10,NP,1788,10,"HNE,HNN,HNZ",37.417019,-121.915405,20.0
NP.1800.AN,NP,1800,AN,"HN2,HN3,HNZ",37.7791,-122.4158,15.0
NP.1811.2A,NP,1811,2A,"HN2,HN3,HNZ",37.44645,-122.154,13.0
NP.1811.4B,NP,1811,4B,HNZ,37.44645,-122.154,13.0
NP.1812.08,NP,1812,08,HN2,37.8693,-122.2711,51.0
NC.LRCG.,NC,LRCG,,EHZ,37.585667,-118.908836,2780.0
NC.LSF.,NC,LSF,,"EHZ,ELZ",40.658173,-122.523705,1042.0
NC.LSL.,NC,LSL,,EHZ,40.426987,-121.53463,2004.0
NC.MDW.,NC,MDW,,EHZ,37.631332,-118.916168,2250.0
NC.MLM.,NC,MLM,,EHZ,37.728031,-118.94693,2501.0
NC.MPARD.01,NC,MPARD,01,"HN2,HN3,HNZ",38.255131,-120.848907,184.0
NC.MSL.,NC,MSL,,"EHZ,ELN",37.616718,-118.956573,2479.0
NC.MSVB.01,NC,MSVB,01,"HNE,HNN,HNZ",38.229962,-120.614163,847.0
NC.N019B.01,NC,N019B,01,"HNE,HNN,HNZ",38.300953,-122.401543,197.0
NC.NBC.01,NC,NBC,01,"EHZ,HNE,HNN,HNZ",38.34385,-122.83392,174.0
NC.NCT.,NC,NCT,,"EHZ,HNE,HNN,HNZ",37.997211,-122.61573,225.0
NC.NSP.01,NC,NSP,01,EHZ,38.200253,-122.464401,192.0
NC.NSP.02,NC,NSP,02,EHZ,38.200253,-122.464401,192.0
NC.NTOM.01,NC,NTOM,01,"EHZ,HNE,HNN,HNZ",38.2405,-122.90617,48.0
NC.OBHB.,NC,OBHB,,EHZ,39.65176,-121.46315,914.0
NC.LRD.,NC,LRD,,"EHZ,ELN,ELZ",40.465038,-121.46344,2325.0
NC.LSH.02,NC,LSH,02,EHZ,40.792942,-122.039429,738.0
NC.LTC.,NC,LTC,,ELN,40.208519,-122.125618,259.0
NC.LWHB.01,NC,LWHB,01,"EHZ,HNE,HNN,HNZ",40.6415,-121.94737,585.0
NC.MBEB.01,NC,MBEB,01,"HNE,HNN,HNZ",36.74569,-119.28349,1016.0
NC.MBUB.01,NC,MBUB,01,"HNE,HNN,HNZ",37.55932,-120.07555,1275.4
NC.MCU.,NC,MCU,,EHZ,37.97316,-120.619453,309.0
NC.MSK.,NC,MSK,,EHZ,37.652885,-119.024628,2657.0
NC.MST.,NC,MST,,EHZ,37.903996,-120.407097,352.0
NC.N019.01,NC,N019,01,"HNE,HNN,HNZ",38.301113,-122.401283,182.0
NC.NAPB.,NC,NAPB,,EHZ,38.439056,-122.252266,724.0
NC.NBPB.20,NC,NBPB,20,"HNE,HNN,HNZ",38.667877,-122.193963,848.0
NC.NBRB.,NC,NBRB,,"EHZ,HNE,HNN,HNZ",38.260208,-122.551788,94.0
NC.NFRB.01,NC,NFRB,01,"EHZ,HNE,HNN,HNZ",38.522823,-123.162026,522.0
NC.NMI.,NC,NMI,,"EHZ,HNE,HNN,HNZ",38.076012,-122.258499,40.0
NC.NPRB.,NC,NPRB,,"EHZ,HNE,HNN,HNZ",37.996422,-123.019493,124.0
NC.NPV.01,NC,NPV,01,EHZ,38.64275,-122.427116,187.0
NC.NSC.20,NC,NSC,20,"HNE,HNN,HNZ",38.57202,-122.252243,302.0
NC.PIV.,NC,PIV,,EHZ,35.906502,-120.682335,497.0
NC.PKYB.01,NC,PKYB,01,"EHZ,HNE,HNN,HNZ",35.263928,-120.667167,123.0
NC.PMPB.,NC,PMPB,,"HHE,HHN,HHZ,HNE,HNN,HNZ",36.215904,-120.801262,802.0
NC.PSM.,NC,PSM,,"EHE,EHN,EHZ,HNE,HNN,HNZ",36.068806,-120.596184,957.0
NC.PSO.01,NC,PSO,01,"EHZ,HNE,HNN,HNZ",35.920746,-121.370526,983.0
NC.PSO.20,NC,PSO,20,"HNE,HNN,HNZ",35.920746,-121.370526,983.0
NC.RWSVT.05,NC,RWSVT,05,"HN2,HN3,HNZ",37.941719,-122.262207,97.0
NC.SN04.01,NC,SN04,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.313141,-122.344902,58.0
NP.1035.A1,NP,1035,A1,"HN2,HN3,HNZ",35.64598,-118.47732,814.0
NP.1129.MW,NP,1129,MW,HN2,37.67941,-122.08236,42.0
NC.PBI.01,NC,PBI,01,EHZ,35.161404,-120.474968,522.0
NC.PCB.,NC,PCB,,EHZ,35.518372,-121.060661,164.0
NC.PCB.01,NC,PCB,01,"EHZ,HNE,HNN,HNZ",35.518372,-121.060661,164.0
NC.PHB.01,NC,PHB,01,EHZ,36.248501,-120.084015,79.0
NC.PIR.,NC,PIR,,EHZ,35.554401,-120.223343,471.0
NC.PL21.,NC,PL21,,EH1,35.974339,-120.551369,-1228.0
NC.PVC.,NC,PVC,,"EHZ,ELE,ELN,ELZ",35.922073,-120.534988,770.0
NC.WMP.10,NC,WMP,10,EHZ,35.640587,-118.785698,1078.0
NP.1035B.10,NP,1035B,10,"HN2,HN3,HNZ",35.64778,-118.48475,793.0
NP.1035B.25,NP,1035B,25,"HN2,HN3,HNZ",35.64778,-118.48475,793.0
NP.1041.,NP,1041,,"EHZ,HN2,HN3,HNE,HNN,HNZ",34.99771,-119.48584,837.0
NP.1098.AC,NP,1098,AC,"HN2,HN3,HNZ",36.41409,-119.00245,163.0
NP.1103.4E,NP,1103,4E,HN2,37.87004,-122.26878,55.0
NP.1103.4W,NP,1103,4W,"HN2,HN3",37.87004,-122.26878,55.0
NP.1103.BW,NP,1103,BW,"HN2,HN3,HNZ",37.87004,-122.26878,55.0
NP.117.1B,NP,117,1B,"HNE,HNN,HNZ",32.79531,-115.54955,-13.0
NP.1216.DS,NP,1216,DS,"HNE,HNN,HNZ",38.71702,-123.00909,152.0
NP.1216.LA,NP,1216,LA,"HNE,HNN,HNZ",38.71702,-123.00909,152.0
NP.1239.04,NP,1239,04,HNZ,37.7952,-122.40282,5.0
NP.1239.05,NP,1239,05,HN2,37.7952,-122.40282,5.0
NP.1239.12,NP,1239,12,HN3,37.7952,-122.40282,5.0
NP.1439.VM,NP,1439,VM,"HN2,HN3,HNZ",37.9,-122.322,4.0
NC.LSG.20,NC,LSG,20,"HNE,HNN,HNZ",41.085435,-122.254766,1439.0
NC.MMI.,NC,MMI,,"EHZ,ELN",37.419617,-119.743813,1288.0
NC.MML.,NC,MML,,EHZ,37.655998,-118.977997,2610.0
NC.MWB.,NC,MWB,,EHZ,37.16832,-118.337975,1544.0
NC.N005.01,NC,N005,01,"HNE,HNN,HNZ",38.534065,-122.788361,33.0
NC.NBP.,NC,NBP,,"EHN,EHZ,ELN",38.668148,-122.194672,836.0
NC.NGI.01,NC,NGI,01,"HNE,HNN,HNZ",38.11945,-121.95544,1.6
NC.NTR.20,NC,NTR,20,"HNE,HNN,HNZ",38.240391,-122.798424,106.0
NC.NTY.,NC,NTY,,EHZ,38.389133,-122.662704,340.0
NC.NVE.,NC,NVE,,"EHZ,ELN",38.376266,-122.44503,784.0
NC.NWR.,NC,NWR,,EHZ,38.457073,-122.88842,33.0
NC.PAB.,NC,PAB,,EHZ,35.157284,-120.637596,143.0
NC.PAG.,NC,PAG,,"EHZ,HNE,HNN,HNZ",35.732487,-120.250351,436.0
NC.LRB.,NC,LRB,,EHZ,40.143227,-122.557716,308.0
NC.LSM.,NC,LSM,,EHZ,40.279812,-121.302826,1821.0
NC.MBEB.20,NC,MBEB,20,"HNE,HNN,HNZ",36.74569,-119.28349,1016.0
NC.MBU.,NC,MBU,,EHZ,37.559734,-120.075615,1248.0
NC.MCO.,NC,MCO,,"EHZ,HNE,HNN,HNZ",37.618992,-118.862953,2186.0
NC.MCR.,NC,MCR,,EHZ,37.677666,-118.785004,2122.0
NC.MCW.,NC,MCW,,EHZ,37.644165,-118.928169,2280.0
NC.MGP.,NC,MGP,,EHZ,37.626419,-118.902519,2190.0
NC.MNP.01,NC,MNP,01,"EHZ,ELN",37.413666,-119.725166,975.0
NC.N006.01,NC,N006,01,"HNE,HNN,HNZ",38.406288,-122.709152,11.0
NC.N021.01,NC,N021,01,"HNE,HNN,HNZ",38.297359,-122.287453,5.0
NC.N022.01,NC,N022,01,"HNE,HNN,HNZ",37.878597,-122.457253,12.0
NC.NGVB.20,NC,NGVB,20,"HNE,HNN,HNZ",38.28043,-122.21582,234.0
NC.NHM.02,NC,NHM,02,EHZ,38.154861,-121.804382,33.0
NC.NPR.,NC,NPR,,EHZ,37.996521,-123.017685,133.0
NC.PBIB.20,NC,PBIB,20,"HNE,HNN,HNZ",35.161415,-120.475174,560.0
NC.PCA.,NC,PCA,,EHZ,35.931488,-120.338257,1163.0
NC.PDRB.20,NC,PDRB,20,"HNE,HNN,HNZ",36.334083,-120.368897,447.9
NC.PGH.20,NC,PGH,20,"HNE,HNN,HNZ",35.830761,-120.353844,405.0
NC.PHA.,NC,PHA,,EHZ,35.836178,-120.398613,398.0
NC.PHC.,NC,PHC,,EHZ,35.682285,-121.153671,521.0
NC.PKY.03,NC,PKY,03,EHZ,35.264008,-120.666672,101.0
NC.PLO.,NC,PLO,,EHZ,36.246326,-121.042953,251.0
NC.PSR.,NC,PSR,,"EHZ,HLZ,HNE,HNN,HNZ",35.856228,-120.280357,480.0
NC.SN05.01,NC,SN05,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.309261,-122.325104,47.0
NC.SN10.01,NC,SN10,01,"HHE,HHN,HHZ,HNE,HNN,HNZ",38.30275,-122.288803,4.0
NC.VWB.,NC,VWB,,EHZ,43.913666,-121.554497,1736.0
NP.1042.10,NP,1042,10,"HNE,HNN,HNZ",35.0402,-119.42848,396.0
NP.1054.LG,NP,1054,LG,"HN2,HN3,HNZ",36.83229,-119.33068,213.33333
NC.NWL.01,NC,NWL,01,"EHZ,HNE,HNN,HNZ",38.657318,-121.714598,9.4
NC.OCH.,NC,OCH,,EHZ,39.875832,-121.765503,530.0
NC.PAN.01,NC,PAN,01,"EHZ,HNE,HNN,HNZ",35.780056,-120.907135,426.0
NC.PAV.,NC,PAV,,EHZ,35.175835,-120.6325,133.0
NC.PCE.20,NC,PCE,20,"HNE,HNN,HNZ",36.01585,-120.29402,355.0
NC.PCH.02,NC,PCH,02,"HLE,HLN,HLZ,HNE,HNN,HNZ",35.888332,-120.429169,513.0
NC.PDR.02,NC,PDR,02,EHZ,36.3363,-120.370033,428.0
NC.PDRB.01,NC,PDRB,01,"EHZ,HNE,HNN,HNZ",36.334083,-120.368897,447.9
NC.PGC.,NC,PGC,,EHZ,35.177834,-120.616333,108.0
NC.PGH.,NC,PGH,,"EHZ,EL1,EL2,ELE,ELZ,HLE,HLN,HLZ,HNE,HNN,HNZ",35.830761,-120.353844,405.0
NC.PKY.01,NC,PKY,01,EHZ,35.264008,-120.666672,101.0
NC.PL11B.,NC,PL11B,,"EHZ,ELZ",35.974468,-120.551582,659.0
