id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date
GS.MCA04.00,GS,MCA04,00,"HH2,HH1,HHZ",38.07672,-117.7085,1661.5,2020.138,3000.001
GS.SN13.00,GS,SN13,00,"HH2,HH1,HHZ",38.342049,-122.313789,26.8,2014.240,2014.279
GS.SN14.00,GS,SN14,00,"HH2,HH1,HHZ",38.33326,-122.307953,18.3,2014.240,2014.279
GS.SN15.00,GS,SN15,00,"HH2,HH1,HHZ",38.324844,-122.300774,15.2,2014.240,2014.289
GS.SN16.00,GS,SN16,00,"HH2,HH1,HHZ",38.317223,-122.298615,15.2,2014.240,2014.281
GS.SN17.00,GS,SN17,00,"HH2,HH1,HHZ",38.287579,-122.294144,22.9,2014.241,2014.281
GS.SN18.00,GS,SN18,00,"HH2,HH1,HHZ",38.278099,-122.292259,5.8,2014.241,2014.280
