id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date
CI.DSN6.61,CI,DSN6,61,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.17141,-118.18523,341.0,2010.078,3000.001
CI.DSN6.A0,CI,DSN6,A0,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.17141,-118.18523,341.0,2010.078,3000.001
CI.DSN6.B0,CI,DSN6,B0,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.17141,-118.18523,341.0,2010.078,3000.001
CI.DTC.,CI,DTC,,EHZ,34.424157,-118.661913,382.7,2015.260,3000.001
CI.DTP.,CI,DTP,,"BHE,HHN,HHZ,HHE,BHZ,BHN,EHZ",35.26742,-117.84581,908.0,1981.151,3000.001
CI.DVL.,CI,DVL,,EHZ,34.19986,-117.32899,554.0,1974.323,1977.126
CI.DVT.,CI,DVT,,"HHN,BHE,HHZ,HHE,BHZ,BHN",32.65915,-116.10061,881.0,2001.173,2010.014
CI.DZA.,CI,DZA,,"HHN,BHE,HHZ,HHE,BHZ,BHN",32.60657,-116.77477,554.7,2016.081,3000.001
CI.EAG.,CI,EAG,,EHZ,33.84905,-115.47394,319.0,1974.323,1983.004
CI.ECF.,CI,ECF,,EHZ,34.45801,-119.09154,956.0,1975.160,1999.003
CI.EDW.,CI,EDW,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.88303,-117.99106,789.0,1990.074,2004.216
CI.EDW2.,CI,EDW2,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.8811,-117.99388,772.0,2004.125,3000.001
CI.EL2.,CI,EL2,,EHZ,34.5295,-117.6435,979.5,1995.137,2015.062
CI.ELM.,CI,ELM,,EHZ,34.52638,-117.64064,954.0,1983.263,1995.141
CI.ELO.,CI,ELO,,"HHN,BHE,HHZ,HHE,BHZ,BHN",32.765292,-115.620876,1.0,2022.122,3000.001
CI.ELR.,CI,ELR,,EHZ,33.14747,-115.83335,-97.0,1976.307,2002.095
CI.ELS.,CI,ELS,,EHZ,33.64698,-117.42812,790.0,1984.053,2002.027
CI.ELS2.,CI,ELS2,,"HHN,BHE,HHZ,HHE,BHZ,BHN",33.64907,-117.42604,844.0,2013.141,3000.001
CI.EML.,CI,EML,,"HHN,BHE,HHZ,HHE,BHZ,BHN",32.89083,-116.84566,161.0,2000.300,3000.001
CI.EMS.,CI,EMS,,EHZ,32.73921,-114.98521,11.0,1982.151,3000.001
CI.EOC.,CI,EOC,,"BHE,HHN,HHZ,HHE,BHZ,BHN,EHZ",34.450291,-119.769411,75.0,2013.338,3000.001
CI.ERP.,CI,ERP,,EHZ,32.74311,-115.66354,-42.0,1984.053,2014.177
CI.ERR.,CI,ERR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",33.11675,-115.82267,-56.0,2000.013,2014.083
CI.ESI.,CI,ESI,,EHZ,33.67388,-117.32643,388.0,2013.302,2019.121
CI.ESI2.,CI,ESI2,,"BHE,HHN,HHZ,HHE,BHZ,BHN,EHZ",33.67493,-117.32592,388.0,2019.154,3000.001
CI.EW2.,CI,EW2,,"EHE,EHN,EHZ",33.94059,-116.40839,639.0,1996.047,2009.013
CI.EWC.,CI,EWC,,"EHE,EHN,EHZ",33.93724,-116.38216,466.0,1981.096,1996.048
CI.FAL.,CI,FAL,,EHZ,34.30985,-117.81,2324.2,1983.261,1990.008
CI.FDR.,CI,FDR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.64262,-118.93433,352.1,2018.120,3000.001
CI.FHO.,CI,FHO,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.09355,-116.93588,1614.0,2009.216,3000.001
CI.FIG.,CI,FIG,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.72832,-119.98803,945.0,2001.033,3000.001
CI.FIL.,CI,FIL,,EHZ,34.42335,-118.83531,205.0,1984.054,1997.143
CI.FLL.,CI,FLL,,EHZ,34.39727,-118.91807,103.0,1997.094,2000.090
CI.FLS.,CI,FLS,,EHZ,34.97036,-117.03909,990.0,1979.287,3000.001
CI.FMA.,CI,FMA,,EHZ,33.71828,-118.28485,15.0,1976.061,1999.046
CI.FMO.,CI,FMO,,"BHE,HHN,HHZ,HHE,BHZ,BHN,EHZ",34.409286,-118.920887,137.0,2013.302,3000.001
CI.FMP.,CI,FMP,,"HHN,BHE,HHZ,HHE,BHZ,BHN",33.71264,-118.29381,89.0,2000.243,3000.001
CI.FNK.,CI,FNK,,EHZ,33.38306,-115.63844,-36.0,1976.307,1982.064
CI.FON.,CI,FON,,EHZ,34.09957,-117.43876,388.8,1995.222,3000.001
CI.FOX.,CI,FOX,,EHZ,34.74431,-118.23255,683.0,1983.261,2014.204
CI.FOX2.,CI,FOX2,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.7339,-118.24046,719.7,2013.196,3000.001
CI.FPC.,CI,FPC,,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.082,-117.58267,916.7,1997.050,2001.165
CI.FRG.,CI,FRG,,EHZ,33.75722,-116.06228,887.0,1981.151,2002.028
CI.FRK.,CI,FRK,,"BHE,HHN,HHZ,HHE,BHZ,BHN,EHZ",33.40209,-115.63835,95.5,1981.212,3000.001
CI.FRM.,CI,FRM,,EHZ,34.77518,-118.96935,2443.0,2013.303,3000.001
CI.FSR.,CI,FSR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.66511,-117.42371,570.4,2022.294,3000.001
CI.FTC.,CI,FTC,,EHZ,34.87151,-118.9002,986.0,1952.325,1996.264
CI.FTM.,CI,FTM,,EHZ,32.55493,-114.33423,213.0,1975.001,1978.120
CI.FUL.,CI,FUL,,EHZ,33.8717,-117.92251,51.0,1995.227,3000.001
CI.FUR.,CI,FUR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.46703,-116.86322,-37.0,1996.324,3000.001
CI.GAL.,CI,GAL,,"EHE,EHN,EHZ",35.21367,-117.75551,936.0,1975.154,1992.186
CI.GATR.,CI,GATR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.55266,-120.50235,590.0,2008.184,3000.001
CI.GAV.,CI,GAV,,EHZ,34.02248,-117.50492,262.0,1976.004,2013.014
CI.GCC.,CI,GCC,,EHZ,34.32758,-118.31888,726.6,2017.159,3000.001
CI.GDF.,CI,GDF,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.4793,-118.91676,756.3,2021.218,3000.001
CI.GFF.,CI,GFF,,"BHE,HHN,HHZ,HHE,BHZ,BHN,EHZ",34.923805,-115.072662,791.1,2017.096,3000.001
CI.GFP.,CI,GFP,,"EHE,EHN,EHZ",34.13165,-118.31978,339.0,1985.246,1999.003
CI.GFS.,CI,GFS,,"BHE,HHN,HHZ,HHE,BHZ,BHN,EHZ",34.476604,-120.214358,71.1,2016.144,3000.001
CI.GLA.,CI,GLA,,"BHE,HHN,HHZ,HHE,EHE,EHN,BHZ,BHN,EHZ",33.05149,-114.82706,610.0,1966.353,3000.001
CI.GMA.,CI,GMA,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.29148,-116.38256,848.0,2013.338,3000.001
CI.GMR.,CI,GMR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",34.78457,-115.65994,1326.0,2006.094,3000.001
CI.GOR.,CI,GOR,,"HHN,BHE,HHZ,HHE,BHZ,BHN",33.1537,-117.22921,138.0,1999.180,3000.001
CI.GOU.,CI,GOU,,"BHE,HHN,HHZ,HHE,BHZ,BHN,EHZ",34.22119,-118.18834,587.0,2013.302,3000.001
CI.GPO.,CI,GPO,,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.6494,-117.6619,705.0,1996.012,1998.025
